file_path,last_commit_hash,last_commit_date_iso,last_commit_subject
"games/single-player/2048/game.js","7a1e2028798af6c5edcf562af52b1c321ba42cad","2026-04-23T22:43:09-04:00","Add owner 2048 admin tools and fix double-move bug"
"games/single-player/2048/index.html","7a1e2028798af6c5edcf562af52b1c321ba42cad","2026-04-23T22:43:09-04:00","Add owner 2048 admin tools and fix double-move bug"
"games/single-player/absurd-trolley-problem/game.css","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/absurd-trolley-problem/game.js","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/absurd-trolley-problem/index.html","d4d7ba7b5e5bd77473d7c0f1f7dea3a90aafbf49","2026-04-23T20:20:33-04:00","Add site policy and contact pages"
"games/single-player/aim-training-arena/game.css","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/aim-training-arena/game.js","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/aim-training-arena/index.html","d4d7ba7b5e5bd77473d7c0f1f7dea3a90aafbf49","2026-04-23T20:20:33-04:00","Add site policy and contact pages"
"games/single-player/asteroids/game.css","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/asteroids/game.js","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/asteroids/index.html","d4d7ba7b5e5bd77473d7c0f1f7dea3a90aafbf49","2026-04-23T20:20:33-04:00","Add site policy and contact pages"
"games/single-player/breakout/game.css","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/breakout/game.js","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/breakout/index.html","d4d7ba7b5e5bd77473d7c0f1f7dea3a90aafbf49","2026-04-23T20:20:33-04:00","Add site policy and contact pages"
"games/single-player/burrito-bison-clone/game.css","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/burrito-bison-clone/game.js","caeabc35874fce43cacba1444985eaf803aec78c","2026-04-20T21:52:19-04:00","Upload Playr project without oversized dataset files"
"games/single-player/burrito-bison-clone/index.html","d4d7ba7b5e5bd77473d7c0f1f7dea3a90aafbf49","2026-04-23T20:20:33-04:00","Add site policy and contact pages"
